Tweet,Processed
"The 30% discount offer on annual Vogue Business membership is ending soon. Sign-up today using the code SAVE30 and you will not only benefit from the biggest saving we have ever offered, but also gain access to our brand new NFT tracker.

https://t.co/xTnrVp7Txg",30 discount offer annual vogue business membership ending soon sign today using code save30 benefit biggest saving ever offered gain access brand new tracker
"How @RoksandaIlincic created a fashion week NFT. Fashion's flirtation with NFTs is building momentum. Roksanda and the Institute of Digital Fashion have created a wearable NFT for @LondonFashionWk 

Find out more: https://t.co/Qa8e2alv5s",created fashion week fashions flirtation building momentum roksanda institute digital fashion created wearable find
"Prada to dress gamers in Riders Republic sports world. Prada is pushing further into the metaverse via a partnership with French gaming company Ubisoft’s popular outdoor winter sports game.

Find out more: https://t.co/DDLyaTCZHj",prada dress gamers riders republic sports world prada pushing via partnership french gaming company ubisoft popular outdoor winter sports game find
"Housed under the brand’s Gucci Vault concept for #NFT launches, vintage Gucci and emerging labels, the space will host immersive experiences in the metaverse.

Find out more: https://t.co/MqLXKx7ONV",housed brand gucci vault concept launches vintage gucci emerging labels space host immersive experiences find
"""On @discord, brands can create their own servers to both attract NFT enthusiasts and share NFT projects with existing fans — either approach gains the NFT projects attention from an eager audience."" 
https://t.co/e2SNbqADJK",brands create servers attract enthusiasts share projects existing fans either approach gains projects attention eager audience
"“Brands need to look at the metaverse like a future CRM, where they can have a full-on, engaged and emotional relationship with their audience through an avatar.”
https://t.co/rN4y0Uw8JA",brands need look like future crm full engaged emotional relationship audience avatar
"""Co-creation with users, community access and co-ownership make this NFT project a stand-out for the luxury industry."" @Prada @Adidas 
https://t.co/Zag7HVisLL",co creation users community access co ownership make stand luxury industry
"A rebound in the US, increased marketing budgets and investments in digital and #innovation — including the #metaverse — helped L’Oréal grow sales 16 per cent to €32.28 billion in 2021.

Find out more: https://t.co/VT7BaD3PZq",rebound us increased marketing budgets investments digital innovation including helped l al grow sales 16 per cent 32 28 billion 2021 find
"The 30% discount offer on annual Vogue Business membership is ending on Monday. Sign-up today using the code SAVE30 and you will not only benefit from the biggest saving we have ever offered, but also gain access to our brand new NFT tracker: https://t.co/t8LAkcJ9KM",30 discount offer annual vogue business membership ending monday sign today using code save30 benefit biggest saving ever offered gain access brand new tracker
"“Brands need to look at the metaverse like a future CRM, where they can have a full-on, engaged and emotional relationship with their audience through an avatar.”
https://t.co/rN4y0Uw8JA",brands need look like future crm full engaged emotional relationship audience avatar
"""Co-creation with users, community access and co-ownership make this NFT project a stand-out for the luxury industry."" @Prada @Adidas 
https://t.co/Zag7HVA4al",co creation users community access co ownership make stand luxury industry
"The 30% discount offer on annual Vogue Business membership is ending soon. Sign-up today using the code SAVE30 and you will not only benefit from the biggest saving we have ever offered, but also gain access to our brand new NFT tracker.",30 discount offer annual vogue business membership ending soon sign today using code save30 benefit biggest saving ever offered gain access brand new tracker
"What happens if a luxury brand — many of whom are now experimenting with NFTs — wants to change or eliminate an NFT they’ve put on the market?
https://t.co/GGT1beUgnj",happens luxury brand many experimenting wants change eliminate put market
"A key feature of blockchains and NFTs is that they can't be changed, replicated or deleted, allowing for authenticity, ownership and scarcity. So, what happens if a luxury brand wants to change or eliminate an NFT they’ve put on the market?
https://t.co/GGT1bfbRLT",key feature blockchains cant changed replicated deleted allowing authenticity ownership scarcity happens luxury brand wants change eliminate put market
"""On @discord, brands can create their own servers to both attract NFT enthusiasts and share NFT projects with existing fans — either approach gains the NFT projects attention from an eager audience."" 
https://t.co/e2SNbqADJK",brands create servers attract enthusiasts share projects existing fans either approach gains projects attention eager audience
"What happens if a luxury brand — many of whom are now experimenting with #NFTs — wants to change or eliminate an NFT they’ve put on the market?
https://t.co/GGT1bfbRLT",happens luxury brand many experimenting wants change eliminate put market
"The lawsuit, which was filed on Thursday in the southern district court of New York, is the latest in a series of intellectual property legal battles related to the metaverse.
https://t.co/H3T7g97ion",lawsuit filed thursday southern district court new york latest series intellectual property legal battles related
"The explosion of interest in the metaverse is raising all sorts of new legal issues. @Nike has this week filed a lawsuit against streetwear resale marketplace @StockX over digital renders of the sneaker giant’s footwear sold to StockX customers as NFTs.
https://t.co/H3T7g8PHwP",explosion interest raising sorts new legal issues week filed lawsuit streetwear resale marketplace digital renders sneaker giant footwear sold stockx customers
"Front rows and after parties are in, but tickets are out. Your digital outfit matters, but seasons aren’t relevant. Welcome to fashion week in the metaverse.
https://t.co/iPjbUCkas6",front rows parties tickets digital outfit matters seasons relevant welcome fashion week
".@RalphLauren said third-quarter revenue increased 27 per cent to $1.8 billion, beating analyst expectations as investments in the metaverse, such as its Roblox Winter Escape world, lured new younger shoppers.
https://t.co/EuDxwCxKAO",third quarter revenue increased 27 per cent 1 8 billion beating analyst expectations investments roblox winter escape world lured new younger shoppers
"Meta shocked investors by announcing the first-ever fall in @facebookapp users, while conceding rival @tiktok_uk was taking more of users’ time. TikTokers are dominating the front rows of fashion week, but Meta is in the metaverse. Who will win fashion?
https://t.co/vwhN8VuHVD",meta shocked investors announcing ever fall users conceding rival taking users time tiktokers dominating front rows fashion week meta win fashion
"“I am happy to welcome @alexarnault from @TiffanyAndCo to the #PUNK club! The future is bright. WAGMI,” tweeted @next30years, the founder of @exclusible, which has built an NFT marketplace for luxury brands. 
https://t.co/bkGEV8kbfM",happy welcome punk club future bright wagmi tweeted founder built marketplace luxury brands
"A growing number of brands have introduced a wide variety of NFT projects, including @LouisVuitton, @Burberry, @NARSCosmetics, @LEVIS, @Clinqiue, @dolcegabbana, @Gap and @adidas. 
https://t.co/uIOHAxxSHT",growing number brands introduced wide variety projects including
"Bernard Arnault’s son, @alexarnault, is jumping into Cryptopunks with a new profile picture NFT, just days after the billionaire @LVMH chairman signalled wariness over the metaverse “bubble effects"".
https://t.co/bkGEV8kbfM",bernard arnault son jumping cryptopunks new profile picture days billionaire chairman signalled wariness bubble effects
".@Prada is releasing its first NFT in partnership with @adidas: a crowd-sourced digital artwork in a Beeple-style collage, in luxury’s newest iteration in the metaverse.
https://t.co/Zag7HVisLL",releasing partnership crowd sourced digital artwork beeple style collage luxury newest iteration
